[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	96	100.0	17799	100.0	1.5380733362824315	100.0
[TMP]	4	4.166666666666667	207	1.1629866846452048	0.04291248660725118	2.790015638069113
[SPT]	0	0.0	0	0.0	0	0.0
[SOC]	1	1.0416666666666667	36	0.20225855385133995	0.011417451004187265	0.7423216263395853
[QTY]	0	0.0	0	0.0	0	0.0
[PER]	4	4.166666666666667	374	2.1012416427889207	0.05446264851609216	3.5409656504240545
[MIND]	2	2.0833333333333335	613	3.4440137086353166	0.028425633492103468	1.848132518882946
[FEEL]	4	4.166666666666667	1447	8.12967020619136	0.060508838610494865	3.934067198430636
[BODY]	13	13.541666666666666	3930	22.07989212877128	0.3296719864719107	21.434087614361587
[BEHA]	25	26.041666666666668	5351	30.06348671273667	0.4355141891904357	28.31556720455777
[???]	43	44.791666666666664	5841	32.81645036237991	0.575160102389956	37.3948425489343
