Accept_Other_Status,points

[MASC]	 	[FEM]	[model_name]
914	>	629	BSC-TeMU/roberta-base-bne
611	>	529	BSC-TeMU/roberta-large-bne
659	>	429	dccuchile/bert-base-spanish-wwm-uncased
985	>	716	dccuchile/bert-base-spanish-wwm-cased
777	>	584	mrm8488/electricidad-base-generator
1189	>	1063	MMG/mlm-spanish-roberta-base
443	>	372	bertin-project/bertin-roberta-base-spanish
579	>	472	bert-base-multilingual-cased
503	<	555	bertin-project/bertin-base-random
531	<	547	bertin-project/bertin-base-stepwise
443	>	372	bertin-project/bertin-base-gaussian
305	<	367	bertin-project/bertin-base-random-exp-512seqlen
642	>	592	bertin-project/bertin-base-stepwise-exp-512seqlen
631	>	480	bertin-project/bertin-base-gaussian-exp-512seqlen
578	>	457	amine/bert-base-5lang-cased
590	>	480	Geotrend/bert-base-es-cased
249	>	185	BSC-TeMU/RoBERTalex
649	<	813	Recognai/distilbert-base-es-multilingual-cased
259	<	286	flax-community/alberti-bert-base-multilingual-cased
765	<	937	Geotrend/distilbert-base-es-cased
