[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	68	100.0	1507	100.0	0.936647001441834	100.0
[???]	62	91.17647058823529	1384	91.83808891838089	0.8373083626415933	89.3942287065113
Sumin Agua	0	0.0	0	0.0	0	0.0
Salud Social	0	0.0	0	0.0	0	0.0
Otros	0	0.0	0	0.0	0	0.0
Logistica	0	0.0	0	0.0	0	0.0
Inst Manufac	0	0.0	0	0.0	0	0.0
Inmobiliarias	0	0.0	0	0.0	0	0.0
Inf Telco	0	0.0	0	0.0	0	0.0
Hosteleria	0	0.0	0	0.0	0	0.0
Func. Defen	0	0.0	0	0.0	0	0.0
Finanzas	0	0.0	0	0.0	0	0.0
Emp Domest	0	0.0	0	0.0	0	0.0
Educación	0	0.0	0	0.0	0	0.0
Construción	1	1.4705882352941178	2	0.13271400132714	0.010137336328625679	1.0823006226487355
Comercio	1	1.4705882352941178	24	1.59256801592568	0.011822429751711232	1.262207612207405
CientTechProf	0	0.0	0	0.0	0	0.0
Arte Entret	0	0.0	0	0.0	0	0.0
Agric/Caza	0	0.0	0	0.0	0	0.0
Admin. Aux	4	5.882352941176471	97	6.436629064366291	0.07737887271990378	8.261263058632556
