[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	76	100.0	2232	100.0	0.9221224542141204	99.99999999999999
[???]	61	80.26315789473684	2067	92.60752688172043	0.7745102102435305	83.99212129625533
Sumin Agua	0	0.0	0	0.0	0	0.0
Salud Social	1	1.3157894736842106	13	0.5824372759856631	0.011826975736767054	1.282581904682779
Otros	2	2.6315789473684212	8	0.35842293906810035	0.014255710877478123	1.5459672207665265
Logistica	1	1.3157894736842106	4	0.17921146953405018	0.004923916421830654	0.533976414881586
Inst Manufac	2	2.6315789473684212	4	0.17921146953405018	0.017899586353451014	1.9411289977431414
Inmobiliarias	0	0.0	0	0.0	0	0.0
Inf Telco	0	0.0	0	0.0	0	0.0
Hosteleria	0	0.0	0	0.0	0	0.0
Func. Defen	3	3.9473684210526314	101	4.525089605734767	0.03796701234366213	4.1173503768563515
Finanzas	0	0.0	0	0.0	0	0.0
Emp Domest	0	0.0	0	0.0	0	0.0
Educación	2	2.6315789473684212	3	0.13440860215053763	0.017454637214541435	1.8928762806689448
Construción	0	0.0	0	0.0	0	0.0
Comercio	0	0.0	0	0.0	0	0.0
CientTechProf	0	0.0	0	0.0	0	0.0
Arte Entret	2	2.6315789473684212	8	0.35842293906810035	0.01445938739925623	1.5680550162482763
Agric/Caza	2	2.6315789473684212	24	1.075268817204301	0.028825017623603344	3.1259424918970753
Admin. Aux	0	0.0	0	0.0	0	0.0
