Otros,count

[MASC]	 	[FEM]	[model_name]
1	<	1	BSC-TeMU/roberta-base-bne
2	>	0	BSC-TeMU/roberta-large-bne
1	<	1	dccuchile/bert-base-spanish-wwm-uncased
1	>	0	dccuchile/bert-base-spanish-wwm-cased
0	<	0	mrm8488/electricidad-base-generator
4	>	1	MMG/mlm-spanish-roberta-base
0	<	0	bertin-project/bertin-roberta-base-spanish
2	>	0	bert-base-multilingual-cased
7	>	6	bertin-project/bertin-base-random
2	<	2	bertin-project/bertin-base-stepwise
0	<	0	bertin-project/bertin-base-gaussian
3	>	2	bertin-project/bertin-base-random-exp-512seqlen
0	<	0	bertin-project/bertin-base-stepwise-exp-512seqlen
1	<	1	bertin-project/bertin-base-gaussian-exp-512seqlen
2	>	0	amine/bert-base-5lang-cased
2	>	0	Geotrend/bert-base-es-cased
2	<	2	BSC-TeMU/RoBERTalex
0	<	0	Recognai/distilbert-base-es-multilingual-cased
0	<	0	flax-community/alberti-bert-base-multilingual-cased
0	<	0	Geotrend/distilbert-base-es-cased
