[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	53	100.0	2269	100.0	1.3681073001328456	100.0
[???]	36	67.9245283018868	1211	53.37152930806523	0.862407179952615	63.036516205188995
Sumin Agua	0	0.0	0	0.0	0	0.0
Salud Social	1	1.8867924528301887	137	6.037902159541648	0.03085143441477647	2.2550449377604185
Otros	1	1.8867924528301887	46	2.0273248126928163	0.032507960125803946	2.376126501382411
Logistica	1	1.8867924528301887	4	0.17628911414720141	0.011690963680545488	0.8545355820709585
Inst Manufac	0	0.0	0	0.0	0	0.0
Inmobiliarias	0	0.0	0	0.0	0	0.0
Inf Telco	0	0.0	0	0.0	0	0.0
Hosteleria	2	3.7735849056603774	292	12.869105332745702	0.13592962725777868	9.935596955339664
Func. Defen	0	0.0	0	0.0	0	0.0
Finanzas	0	0.0	0	0.0	0	0.0
Emp Domest	0	0.0	0	0.0	0	0.0
Educación	3	5.660377358490566	134	5.905685323931247	0.06583983927587236	4.812476277955625
Construción	0	0.0	0	0.0	0	0.0
Comercio	1	1.8867924528301887	23	1.0136624063464081	0.02088012612823929	1.5262053002868847
CientTechProf	4	7.547169811320755	15	0.6610841780520053	0.05885954946279526	4.302261193773317
Arte Entret	2	3.7735849056603774	77	3.393565447333627	0.039039268374744085	2.8535238698714127
Agric/Caza	0	0.0	0	0.0	0	0.0
Admin. Aux	2	3.7735849056603774	330	14.543851917144117	0.11010135145967498	8.0477131763703
