[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	96	100.0	1687	100.0	1.2021075650303608	100.0
[???]	82	85.41666666666667	1522	90.21932424422052	1.0459592434762959	87.01045346552485
Sumin Agua	0	0.0	0	0.0	0	0.0
Salud Social	2	2.0833333333333335	52	3.082394783639597	0.03274019923992455	2.723566525354797
Otros	0	0.0	0	0.0	0	0.0
Logistica	0	0.0	0	0.0	0	0.0
Inst Manufac	0	0.0	0	0.0	0	0.0
Inmobiliarias	0	0.0	0	0.0	0	0.0
Inf Telco	0	0.0	0	0.0	0	0.0
Hosteleria	1	1.0416666666666667	6	0.35566093657379966	0.008294926723465323	0.6900319875497851
Func. Defen	1	1.0416666666666667	6	0.35566093657379966	0.007489062380045652	0.6229943640573052
Finanzas	0	0.0	0	0.0	0	0.0
Emp Domest	2	2.0833333333333335	11	0.6520450503852994	0.022895228816196322	1.904590694063062
Educación	1	1.0416666666666667	24	1.4226437462951986	0.01870543472468853	1.556053324081369
Construción	0	0.0	0	0.0	0	0.0
Comercio	1	1.0416666666666667	11	0.6520450503852994	0.006433231639675796	0.5351627280969085
CientTechProf	3	3.125	23	1.3633669235328987	0.03373664850369096	2.806458380688994
Arte Entret	3	3.125	32	1.896858328393598	0.02585358952637762	2.1506885305829226
Agric/Caza	0	0.0	0	0.0	0	0.0
Admin. Aux	0	0.0	0	0.0	0	0.0
