BEHA,points

[MASC]	 	[FEM]	[model_name]
103	>	62	BSC-TeMU/roberta-base-bne
93	>	29	BSC-TeMU/roberta-large-bne
0	<	0	dccuchile/bert-base-spanish-wwm-uncased
2	>	0	dccuchile/bert-base-spanish-wwm-cased
52	<	75	mrm8488/electricidad-base-generator
229	>	228	MMG/mlm-spanish-roberta-base
0	<	16	bertin-project/bertin-roberta-base-spanish
3	>	0	bert-base-multilingual-cased
235	<	274	bertin-project/bertin-base-random
37	<	53	bertin-project/bertin-base-stepwise
0	<	16	bertin-project/bertin-base-gaussian
14	>	1	bertin-project/bertin-base-random-exp-512seqlen
163	>	132	bertin-project/bertin-base-stepwise-exp-512seqlen
9	>	7	bertin-project/bertin-base-gaussian-exp-512seqlen
7	>	0	amine/bert-base-5lang-cased
8	>	0	Geotrend/bert-base-es-cased
0	<	1	BSC-TeMU/RoBERTalex
0	<	0	Recognai/distilbert-base-es-multilingual-cased
85	>	80	flax-community/alberti-bert-base-multilingual-cased
0	<	0	Geotrend/distilbert-base-es-cased
