Arte_Entret,points

[MASC]	 	[FEM]	[model_name]
68	<	77	BSC-TeMU/roberta-base-bne
15	<	74	BSC-TeMU/roberta-large-bne
128	<	292	dccuchile/bert-base-spanish-wwm-uncased
166	<	455	dccuchile/bert-base-spanish-wwm-cased
31	<	272	mrm8488/electricidad-base-generator
140	<	141	MMG/mlm-spanish-roberta-base
30	<	32	bertin-project/bertin-roberta-base-spanish
0	<	19	bert-base-multilingual-cased
83	>	55	bertin-project/bertin-base-random
96	<	217	bertin-project/bertin-base-stepwise
30	<	32	bertin-project/bertin-base-gaussian
7	<	37	bertin-project/bertin-base-random-exp-512seqlen
3	>	0	bertin-project/bertin-base-stepwise-exp-512seqlen
0	<	0	bertin-project/bertin-base-gaussian-exp-512seqlen
8	<	32	amine/bert-base-5lang-cased
2	<	27	Geotrend/bert-base-es-cased
0	<	0	BSC-TeMU/RoBERTalex
1002	<	1254	Recognai/distilbert-base-es-multilingual-cased
108	>	103	flax-community/alberti-bert-base-multilingual-cased
1011	<	1258	Geotrend/distilbert-base-es-cased
