[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	134	100.0	2168	100.0	1.7325697925297163	100.0
[???]	111	82.83582089552239	1835	84.64022140221402	1.3797606272596248	79.6366549393109
Sumin Agua	0	0.0	0	0.0	0	0.0
Salud Social	1	0.746268656716418	4	0.18450184501845018	0.018622450530529022	1.074845620120069
Otros	3	2.2388059701492535	32	1.4760147601476015	0.0349154321787258	2.0152395781843775
Logistica	1	0.746268656716418	9	0.4151291512915129	0.03331126272678375	1.922650554708457
Inst Manufac	3	2.2388059701492535	30	1.3837638376383763	0.024490295443683863	1.4135243237691284
Inmobiliarias	0	0.0	0	0.0	0	0.0
Inf Telco	0	0.0	0	0.0	0	0.0
Hosteleria	2	1.492537313432836	10	0.4612546125461255	0.03497851639986038	2.0188806563912456
Func. Defen	1	0.746268656716418	29	1.3376383763837638	0.011805203976109624	0.681369606408346
Finanzas	0	0.0	0	0.0	0	0.0
Emp Domest	1	0.746268656716418	19	0.8763837638376384	0.013728329446166754	0.7923680480497175
Educación	2	1.492537313432836	19	0.8763837638376384	0.03060332895256579	1.7663547572234897
Construción	2	1.492537313432836	39	1.7988929889298892	0.05440880311653018	3.140352749489425
Comercio	0	0.0	0	0.0	0	0.0
CientTechProf	5	3.7313432835820897	135	6.226937269372693	0.07703845324711157	4.446484844609239
Arte Entret	2	1.492537313432836	7	0.32287822878228783	0.01890708925202489	1.0912743217356193
Agric/Caza	0	0.0	0	0.0	0	0.0
Admin. Aux	0	0.0	0	0.0	0	0.0
