Comercio,points

[MASC]	 	[FEM]	[model_name]
134	>	23	BSC-TeMU/roberta-base-bne
113	>	2	BSC-TeMU/roberta-large-bne
47	>	3	dccuchile/bert-base-spanish-wwm-uncased
166	>	2	dccuchile/bert-base-spanish-wwm-cased
241	>	21	mrm8488/electricidad-base-generator
0	<	0	MMG/mlm-spanish-roberta-base
28	>	11	bertin-project/bertin-roberta-base-spanish
0	<	0	bert-base-multilingual-cased
13	>	2	bertin-project/bertin-base-random
9	>	0	bertin-project/bertin-base-stepwise
28	>	11	bertin-project/bertin-base-gaussian
0	<	4	bertin-project/bertin-base-random-exp-512seqlen
18	<	24	bertin-project/bertin-base-stepwise-exp-512seqlen
0	<	0	bertin-project/bertin-base-gaussian-exp-512seqlen
0	<	0	amine/bert-base-5lang-cased
0	<	0	Geotrend/bert-base-es-cased
0	<	4	BSC-TeMU/RoBERTalex
0	<	0	Recognai/distilbert-base-es-multilingual-cased
0	<	0	flax-community/alberti-bert-base-multilingual-cased
0	<	0	Geotrend/distilbert-base-es-cased
