[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	94	100.0	1809	100.0	2.570858042566444	100.0
[???]	66	70.2127659574468	1098	60.69651741293532	1.7469837573872673	67.95333419667477
Sumin Agua	0	0.0	0	0.0	0	0.0
Salud Social	0	0.0	0	0.0	0	0.0
Otros	1	1.0638297872340425	42	2.3217247097844114	0.03519179986324161	1.3688737098883232
Logistica	4	4.25531914893617	48	2.6533996683250414	0.08074588218836912	3.1408145005066817
Inst Manufac	2	2.127659574468085	98	5.4173576561636265	0.1656472899019718	6.443268634802135
Inmobiliarias	0	0.0	0	0.0	0	0.0
Inf Telco	0	0.0	0	0.0	0	0.0
Hosteleria	1	1.0638297872340425	9	0.4975124378109453	0.02097455132752657	0.8158580123929375
Func. Defen	0	0.0	0	0.0	0	0.0
Finanzas	0	0.0	0	0.0	0	0.0
Emp Domest	2	2.127659574468085	26	1.437258153676064	0.06406042142771184	2.491791470670291
Educación	2	2.127659574468085	80	4.422332780541736	0.06117127303566251	2.3794107656989207
Construción	1	1.0638297872340425	102	5.638474295190713	0.04109942702138249	1.5986657505349315
Comercio	1	1.0638297872340425	47	2.59812050856827	0.03560101124458015	1.384791017439464
CientTechProf	6	6.382978723404255	30	1.658374792703151	0.11672250383223097	4.540215830653523
Arte Entret	4	4.25531914893617	128	7.075732448866777	0.09579482833471369	3.726181171757089
Agric/Caza	1	1.0638297872340425	11	0.6080707573244887	0.0355529710650444	1.3829223736349314
Admin. Aux	3	3.1914893617021276	90	4.975124378109452	0.07131232593674212	2.7738725653460135
