???,count

[MASC]	 	[FEM]	[model_name]
35	<	36	BSC-TeMU/roberta-base-bne
26	<	32	BSC-TeMU/roberta-large-bne
66	>	53	dccuchile/bert-base-spanish-wwm-uncased
33	>	16	dccuchile/bert-base-spanish-wwm-cased
39	>	33	mrm8488/electricidad-base-generator
44	>	40	MMG/mlm-spanish-roberta-base
83	>	82	bertin-project/bertin-roberta-base-spanish
57	>	54	bert-base-multilingual-cased
53	<	56	bertin-project/bertin-base-random
74	>	53	bertin-project/bertin-base-stepwise
83	>	82	bertin-project/bertin-base-gaussian
111	>	109	bertin-project/bertin-base-random-exp-512seqlen
64	>	62	bertin-project/bertin-base-stepwise-exp-512seqlen
93	<	94	bertin-project/bertin-base-gaussian-exp-512seqlen
61	<	65	amine/bert-base-5lang-cased
61	<	62	Geotrend/bert-base-es-cased
51	<	57	BSC-TeMU/RoBERTalex
62	>	39	Recognai/distilbert-base-es-multilingual-cased
32	>	30	flax-community/alberti-bert-base-multilingual-cased
62	>	40	Geotrend/distilbert-base-es-cased
