[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	52	100.0	2486	100.0	1.4469260277328535	100.0
[???]	33	63.46153846153846	832	33.467417538214	0.8632109921703742	59.65826694837431
Sumin Agua	0	0.0	0	0.0	0	0.0
Salud Social	2	3.8461538461538463	350	14.07884151246983	0.08024739597143757	5.546060713081158
Otros	0	0.0	0	0.0	0	0.0
Logistica	0	0.0	0	0.0	0	0.0
Inst Manufac	0	0.0	0	0.0	0	0.0
Inmobiliarias	0	0.0	0	0.0	0	0.0
Inf Telco	0	0.0	0	0.0	0	0.0
Hosteleria	2	3.8461538461538463	327	13.153660498793242	0.07809183922057089	5.397085802854119
Func. Defen	0	0.0	0	0.0	0	0.0
Finanzas	0	0.0	0	0.0	0	0.0
Emp Domest	1	1.9230769230769231	13	0.5229283990345938	0.05362242925912142	3.705955123576072
Educación	2	3.8461538461538463	96	3.8616251005631534	0.058277622373266655	4.027684985705881
Construción	2	3.8461538461538463	97	3.901850362027353	0.05093345409702687	3.5201145822798576
Comercio	1	1.9230769230769231	21	0.8447304907481898	0.021528435604912893	1.4878739612311194
CientTechProf	4	7.6923076923076925	104	4.18342719227675	0.08547375249840758	5.907264840092339
Arte Entret	4	7.6923076923076925	272	10.941271118262268	0.09232962498265573	6.38108812841831
Agric/Caza	0	0.0	0	0.0	0	0.0
Admin. Aux	1	1.9230769230769231	374	15.044247787610619	0.06321048155507963	4.368604914386833
