[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	45	100.0	1412	100.0	1.1521414808579422	100.0
[???]	26	57.77777777777778	675	47.804532577903686	0.8280122718787892	71.86723901844154
Sumin Agua	0	0.0	0	0.0	0	0.0
Salud Social	0	0.0	0	0.0	0	0.0
Otros	2	4.444444444444445	79	5.594900849858357	0.027579382128481354	2.393749603385894
Logistica	2	4.444444444444445	99	7.0113314447592066	0.03369459284779926	2.9245186817428515
Inst Manufac	0	0.0	0	0.0	0	0.0
Inmobiliarias	0	0.0	0	0.0	0	0.0
Inf Telco	0	0.0	0	0.0	0	0.0
Hosteleria	2	4.444444444444445	207	14.660056657223796	0.09913570195850399	8.604472940656784
Func. Defen	1	2.2222222222222223	4	0.28328611898017	0.011736621148884296	1.0186788119237422
Finanzas	0	0.0	0	0.0	0	0.0
Emp Domest	0	0.0	0	0.0	0	0.0
Educación	0	0.0	0	0.0	0	0.0
Construción	1	2.2222222222222223	25	1.7705382436260624	0.014099397430462497	1.2237557335374627
Comercio	1	2.2222222222222223	113	8.002832861189802	0.01460151644781805	1.2673371014248207
CientTechProf	7	15.555555555555555	116	8.215297450424929	0.07576601527121272	6.576103415250144
Arte Entret	2	4.444444444444445	15	1.0623229461756374	0.025342419743537903	2.199592685845029
Agric/Caza	0	0.0	0	0.0	0	0.0
Admin. Aux	1	2.2222222222222223	79	5.594900849858357	0.022173562002452938	1.9245520077917335
