Hosteleria,points

[MASC]	 	[FEM]	[model_name]
238	<	292	BSC-TeMU/roberta-base-bne
207	<	290	BSC-TeMU/roberta-large-bne
9	<	160	dccuchile/bert-base-spanish-wwm-uncased
269	<	404	dccuchile/bert-base-spanish-wwm-cased
217	<	327	mrm8488/electricidad-base-generator
0	<	19	MMG/mlm-spanish-roberta-base
0	<	6	bertin-project/bertin-roberta-base-spanish
0	<	0	bert-base-multilingual-cased
4	>	0	bertin-project/bertin-base-random
0	<	0	bertin-project/bertin-base-stepwise
0	<	6	bertin-project/bertin-base-gaussian
10	>	7	bertin-project/bertin-base-random-exp-512seqlen
0	<	0	bertin-project/bertin-base-stepwise-exp-512seqlen
0	<	0	bertin-project/bertin-base-gaussian-exp-512seqlen
0	<	0	amine/bert-base-5lang-cased
0	<	0	Geotrend/bert-base-es-cased
0	<	0	BSC-TeMU/RoBERTalex
0	<	0	Recognai/distilbert-base-es-multilingual-cased
0	<	0	flax-community/alberti-bert-base-multilingual-cased
0	<	0	Geotrend/distilbert-base-es-cased
