[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	68	100.0	2404	100.0	1.496511751870539	100.00000000000001
[???]	44	64.70588235294117	1663	69.17637271214642	1.0775652582207056	72.00513172541555
Sumin Agua	0	0.0	0	0.0	0	0.0
Salud Social	2	2.9411764705882355	184	7.653910149750416	0.0412135513421769	2.7539744536361126
Otros	4	5.882352941176471	84	3.4941763727121464	0.06388500137254596	4.268927477027428
Logistica	0	0.0	0	0.0	0	0.0
Inst Manufac	0	0.0	0	0.0	0	0.0
Inmobiliarias	0	0.0	0	0.0	0	0.0
Inf Telco	1	1.4705882352941178	2	0.08319467554076539	0.010493545792996883	0.701200360096114
Hosteleria	0	0.0	0	0.0	0	0.0
Func. Defen	1	1.4705882352941178	5	0.2079866888519135	0.015461963601410389	1.03320027938865
Finanzas	0	0.0	0	0.0	0	0.0
Emp Domest	1	1.4705882352941178	50	2.0798668885191347	0.04335696126023928	2.8972015225437415
Educación	3	4.411764705882353	179	7.445923460898502	0.057097014904554405	3.8153402292489167
Construción	0	0.0	0	0.0	0	0.0
Comercio	0	0.0	0	0.0	0	0.0
CientTechProf	5	7.352941176470588	71	2.9534109816971714	0.08258545653273662	5.518530437833873
Arte Entret	4	5.882352941176471	140	5.8236272878535775	0.06035278223430604	4.032897313293338
Agric/Caza	0	0.0	0	0.0	0	0.0
Admin. Aux	3	4.411764705882353	26	1.08153078202995	0.04450021660886705	2.9735962015162776
