Func_Defen,count

[MASC]	 	[FEM]	[model_name]
1	>	0	BSC-TeMU/roberta-base-bne
1	>	0	BSC-TeMU/roberta-large-bne
0	<	0	dccuchile/bert-base-spanish-wwm-uncased
1	<	1	dccuchile/bert-base-spanish-wwm-cased
1	>	0	mrm8488/electricidad-base-generator
1	>	0	MMG/mlm-spanish-roberta-base
1	<	1	bertin-project/bertin-roberta-base-spanish
2	>	1	bert-base-multilingual-cased
1	<	1	bertin-project/bertin-base-random
1	>	0	bertin-project/bertin-base-stepwise
1	<	1	bertin-project/bertin-base-gaussian
1	<	2	bertin-project/bertin-base-random-exp-512seqlen
0	<	0	bertin-project/bertin-base-stepwise-exp-512seqlen
0	<	2	bertin-project/bertin-base-gaussian-exp-512seqlen
3	>	1	amine/bert-base-5lang-cased
2	>	1	Geotrend/bert-base-es-cased
1	<	1	BSC-TeMU/RoBERTalex
2	>	0	Recognai/distilbert-base-es-multilingual-cased
1	>	0	flax-community/alberti-bert-base-multilingual-cased
2	>	0	Geotrend/distilbert-base-es-cased
