Inst_Manufac,points

[MASC]	 	[FEM]	[model_name]
0	<	0	BSC-TeMU/roberta-base-bne
0	<	0	BSC-TeMU/roberta-large-bne
98	>	10	dccuchile/bert-base-spanish-wwm-uncased
8	>	0	dccuchile/bert-base-spanish-wwm-cased
0	<	0	mrm8488/electricidad-base-generator
0	<	0	MMG/mlm-spanish-roberta-base
0	<	0	bertin-project/bertin-roberta-base-spanish
6	>	0	bert-base-multilingual-cased
48	>	44	bertin-project/bertin-base-random
19	>	16	bertin-project/bertin-base-stepwise
0	<	0	bertin-project/bertin-base-gaussian
30	<	61	bertin-project/bertin-base-random-exp-512seqlen
0	<	0	bertin-project/bertin-base-stepwise-exp-512seqlen
0	<	0	bertin-project/bertin-base-gaussian-exp-512seqlen
4	>	0	amine/bert-base-5lang-cased
18	>	0	Geotrend/bert-base-es-cased
0	<	0	BSC-TeMU/RoBERTalex
274	>	184	Recognai/distilbert-base-es-multilingual-cased
0	<	0	flax-community/alberti-bert-base-multilingual-cased
276	>	185	Geotrend/distilbert-base-es-cased
