Otros,points

[MASC]	 	[FEM]	[model_name]
71	>	46	BSC-TeMU/roberta-base-bne
79	>	0	BSC-TeMU/roberta-large-bne
42	>	19	dccuchile/bert-base-spanish-wwm-uncased
1	>	0	dccuchile/bert-base-spanish-wwm-cased
0	<	0	mrm8488/electricidad-base-generator
84	>	14	MMG/mlm-spanish-roberta-base
0	<	0	bertin-project/bertin-roberta-base-spanish
9	>	0	bert-base-multilingual-cased
211	>	183	bertin-project/bertin-base-random
6	<	30	bertin-project/bertin-base-stepwise
0	<	0	bertin-project/bertin-base-gaussian
32	<	36	bertin-project/bertin-base-random-exp-512seqlen
0	<	0	bertin-project/bertin-base-stepwise-exp-512seqlen
5	<	8	bertin-project/bertin-base-gaussian-exp-512seqlen
8	>	0	amine/bert-base-5lang-cased
14	>	0	Geotrend/bert-base-es-cased
194	<	194	BSC-TeMU/RoBERTalex
0	<	0	Recognai/distilbert-base-es-multilingual-cased
0	<	0	flax-community/alberti-bert-base-multilingual-cased
0	<	0	Geotrend/distilbert-base-es-cased
