Salud_Social,count

[MASC]	 	[FEM]	[model_name]
1	<	1	BSC-TeMU/roberta-base-bne
0	<	1	BSC-TeMU/roberta-large-bne
0	<	1	dccuchile/bert-base-spanish-wwm-uncased
3	>	1	dccuchile/bert-base-spanish-wwm-cased
2	<	2	mrm8488/electricidad-base-generator
2	<	3	MMG/mlm-spanish-roberta-base
1	<	2	bertin-project/bertin-roberta-base-spanish
1	>	0	bert-base-multilingual-cased
2	<	2	bertin-project/bertin-base-random
0	<	2	bertin-project/bertin-base-stepwise
1	<	2	bertin-project/bertin-base-gaussian
1	<	2	bertin-project/bertin-base-random-exp-512seqlen
0	<	0	bertin-project/bertin-base-stepwise-exp-512seqlen
0	<	0	bertin-project/bertin-base-gaussian-exp-512seqlen
1	>	0	amine/bert-base-5lang-cased
1	>	0	Geotrend/bert-base-es-cased
1	<	1	BSC-TeMU/RoBERTalex
0	<	0	Recognai/distilbert-base-es-multilingual-cased
0	<	0	flax-community/alberti-bert-base-multilingual-cased
0	<	0	Geotrend/distilbert-base-es-cased
