[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	33	100.0	2564	100.0	1.16948088439693	100.0
[???]	16	48.484848484848484	941	36.70046801872075	0.554844671422081	47.44367170295388
Sumin Agua	0	0.0	0	0.0	0	0.0
Salud Social	1	3.0303030303030303	210	8.190327613104524	0.04648605900767602	3.974931067953936
Otros	0	0.0	0	0.0	0	0.0
Logistica	1	3.0303030303030303	11	0.4290171606864275	0.020049659069627523	1.7144067369657432
Inst Manufac	0	0.0	0	0.0	0	0.0
Inmobiliarias	0	0.0	0	0.0	0	0.0
Inf Telco	0	0.0	0	0.0	0	0.0
Hosteleria	2	6.0606060606060606	404	15.756630265210608	0.13269634598350905	11.346602390336376
Func. Defen	1	3.0303030303030303	4	0.15600624024961	0.01652286807075143	1.4128378061751585
Finanzas	0	0.0	0	0.0	0	0.0
Emp Domest	0	0.0	0	0.0	0	0.0
Educación	2	6.0606060606060606	97	3.783151326053042	0.05635859126757298	4.819111797336952
Construción	0	0.0	0	0.0	0	0.0
Comercio	1	3.0303030303030303	2	0.078003120124805	0.013565202243626118	1.159933644458099
CientTechProf	2	6.0606060606060606	66	2.574102964118565	0.04993471245027401	4.2698186106756255
Arte Entret	5	15.151515151515152	455	17.745709828393135	0.16955137022102817	14.498002702152869
Agric/Caza	0	0.0	0	0.0	0	0.0
Admin. Aux	2	6.0606060606060606	374	14.586583463338533	0.10947140466078376	9.36068354099137
