[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	64	100.0	1925	100.0	1.2717291218865245	100.0
[???]	57	89.0625	1713	88.98701298701299	1.173131286944283	92.24694683440303
Sumin Agua	0	0.0	0	0.0	0	0.0
Salud Social	1	1.5625	5	0.2597402597402597	0.009157590568065643	0.720089711752529
Otros	2	3.125	194	10.077922077922079	0.045917255462457736	3.6106160244520136
Logistica	0	0.0	0	0.0	0	0.0
Inst Manufac	0	0.0	0	0.0	0	0.0
Inmobiliarias	0	0.0	0	0.0	0	0.0
Inf Telco	1	1.5625	3	0.15584415584415584	0.013856442645192146	1.0895750051423723
Hosteleria	0	0.0	0	0.0	0	0.0
Func. Defen	1	1.5625	6	0.3116883116883117	0.013449389021843672	1.0575671179010517
Finanzas	0	0.0	0	0.0	0	0.0
Emp Domest	0	0.0	0	0.0	0	0.0
Educación	0	0.0	0	0.0	0	0.0
Construción	0	0.0	0	0.0	0	0.0
Comercio	2	3.125	4	0.2077922077922078	0.016217157244682312	1.275205306348985
CientTechProf	0	0.0	0	0.0	0	0.0
Arte Entret	0	0.0	0	0.0	0	0.0
Agric/Caza	0	0.0	0	0.0	0	0.0
Admin. Aux	0	0.0	0	0.0	0	0.0
