[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	57	100.0	1917	100.0	1.2048645932758304	100.0
[???]	51	89.47368421052632	1685	87.89775691184141	1.100583148184176	91.34496559417268
Sumin Agua	0	0.0	0	0.0	0	0.0
Salud Social	1	1.7543859649122806	18	0.9389671361502347	0.01581916371360421	1.312941205334492
Otros	2	3.508771929824561	194	10.119979134063641	0.0532174872812526	4.416885314603107
Logistica	0	0.0	0	0.0	0	0.0
Inst Manufac	0	0.0	0	0.0	0	0.0
Inmobiliarias	0	0.0	0	0.0	0	0.0
Inf Telco	0	0.0	0	0.0	0	0.0
Hosteleria	0	0.0	0	0.0	0	0.0
Func. Defen	1	1.7543859649122806	14	0.7303077725612936	0.01535744359716773	1.2746198770281185
Finanzas	0	0.0	0	0.0	0	0.0
Emp Domest	1	1.7543859649122806	4	0.20865936358894105	0.009584261104464531	0.7954637523546515
Educación	1	1.7543859649122806	2	0.10432968179447052	0.010303089395165443	0.855124256506951
Construción	0	0.0	0	0.0	0	0.0
Comercio	0	0.0	0	0.0	0	0.0
CientTechProf	0	0.0	0	0.0	0	0.0
Arte Entret	0	0.0	0	0.0	0	0.0
Agric/Caza	0	0.0	0	0.0	0	0.0
Admin. Aux	0	0.0	0	0.0	0	0.0
