0244	camarera
0216	secretaria
0214	puede
0190	siempre
0163	cocinera
0137	enfermera
0116	profesora
0114	administrativa
0089	noche
0072	nadie
0071	loca
0068	ella
0054	dios
0048	madre
0048	camarero
0046	autónoma
0040	periodista
0040	cualquiera
0037	modelo
0028	voluntaria
0023	comercial
0021	nunca
0016	profesional
0016	mamá
0013	pueda
0013	maestra
0013	aprendiz
0012	interna
0011	ninguna
0009	trabaja
0007	santa
0007	puta
0007	abogada
0006	ayudante
0005	veterinaria
0005	verdad
0005	profe
0005	extra
0004	taxista
0004	puedo
0004	escolta
0004	debe
0004	asistente
0003	pudo
0003	empleada
0002	vigilante
0002	traductor
0002	profesor
0002	podía
0002	maravilla
0002	contable
0001	todo
0001	diseñadora
