CientTechProf,count

[MASC]	 	[FEM]	[model_name]
10	>	4	BSC-TeMU/roberta-base-bne
7	>	3	BSC-TeMU/roberta-large-bne
6	>	3	dccuchile/bert-base-spanish-wwm-uncased
6	>	2	dccuchile/bert-base-spanish-wwm-cased
5	>	4	mrm8488/electricidad-base-generator
5	>	2	MMG/mlm-spanish-roberta-base
1	<	3	bertin-project/bertin-roberta-base-spanish
0	<	0	bert-base-multilingual-cased
7	>	5	bertin-project/bertin-base-random
3	>	2	bertin-project/bertin-base-stepwise
1	<	3	bertin-project/bertin-base-gaussian
5	>	3	bertin-project/bertin-base-random-exp-512seqlen
0	<	0	bertin-project/bertin-base-stepwise-exp-512seqlen
0	<	0	bertin-project/bertin-base-gaussian-exp-512seqlen
0	<	1	amine/bert-base-5lang-cased
0	<	1	Geotrend/bert-base-es-cased
0	<	0	BSC-TeMU/RoBERTalex
2	>	1	Recognai/distilbert-base-es-multilingual-cased
0	<	0	flax-community/alberti-bert-base-multilingual-cased
2	>	1	Geotrend/distilbert-base-es-cased
