Admin_Aux,points

[MASC]	 	[FEM]	[model_name]
51	<	330	BSC-TeMU/roberta-base-bne
79	>	76	BSC-TeMU/roberta-large-bne
90	<	134	dccuchile/bert-base-spanish-wwm-uncased
103	<	374	dccuchile/bert-base-spanish-wwm-cased
58	<	374	mrm8488/electricidad-base-generator
26	>	0	MMG/mlm-spanish-roberta-base
0	<	0	bertin-project/bertin-roberta-base-spanish
0	<	0	bert-base-multilingual-cased
1	>	0	bertin-project/bertin-base-random
20	<	68	bertin-project/bertin-base-stepwise
0	<	0	bertin-project/bertin-base-gaussian
0	<	8	bertin-project/bertin-base-random-exp-512seqlen
136	>	97	bertin-project/bertin-base-stepwise-exp-512seqlen
0	<	0	bertin-project/bertin-base-gaussian-exp-512seqlen
0	<	0	amine/bert-base-5lang-cased
0	<	0	Geotrend/bert-base-es-cased
0	<	0	BSC-TeMU/RoBERTalex
3	>	0	Recognai/distilbert-base-es-multilingual-cased
0	<	0	flax-community/alberti-bert-base-multilingual-cased
3	>	0	Geotrend/distilbert-base-es-cased
