Admin_Aux,prc_count

[MASC]	 	[FEM]	[model_name]
1.639344262295082	<	3.7735849056603774	BSC-TeMU/roberta-base-bne
2.2222222222222223	<	4.166666666666667	BSC-TeMU/roberta-large-bne
3.1914893617021276	>	2.7027027027027026	dccuchile/bert-base-spanish-wwm-uncased
4.477611940298507	<	6.0606060606060606	dccuchile/bert-base-spanish-wwm-cased
4.615384615384615	>	1.9230769230769231	mrm8488/electricidad-base-generator
4.411764705882353	>	0.0	MMG/mlm-spanish-roberta-base
0.0	<	0.0	bertin-project/bertin-roberta-base-spanish
0.0	<	0.0	bert-base-multilingual-cased
1.2345679012345678	>	0.0	bertin-project/bertin-base-random
2.127659574468085	<	2.7777777777777777	bertin-project/bertin-base-stepwise
0.0	<	0.0	bertin-project/bertin-base-gaussian
0.0	<	1.4388489208633093	bertin-project/bertin-base-random-exp-512seqlen
5.47945205479452	<	5.882352941176471	bertin-project/bertin-base-stepwise-exp-512seqlen
0.0	<	0.0	bertin-project/bertin-base-gaussian-exp-512seqlen
0.0	<	0.0	amine/bert-base-5lang-cased
0.0	<	0.0	Geotrend/bert-base-es-cased
0.0	<	0.0	BSC-TeMU/RoBERTalex
1.2048192771084338	>	0.0	Recognai/distilbert-base-es-multilingual-cased
0.0	<	0.0	flax-community/alberti-bert-base-multilingual-cased
1.2048192771084338	>	0.0	Geotrend/distilbert-base-es-cased
