Reject_Other_Love,points

[MASC]	 	[FEM]	[model_name]
473	<	653	BSC-TeMU/roberta-base-bne
392	>	57	BSC-TeMU/roberta-large-bne
1074	>	919	dccuchile/bert-base-spanish-wwm-uncased
785	>	690	dccuchile/bert-base-spanish-wwm-cased
633	<	661	mrm8488/electricidad-base-generator
426	>	418	MMG/mlm-spanish-roberta-base
1845	>	1016	bertin-project/bertin-roberta-base-spanish
857	>	194	bert-base-multilingual-cased
993	>	588	bertin-project/bertin-base-random
1449	>	1032	bertin-project/bertin-base-stepwise
1845	>	1016	bertin-project/bertin-base-gaussian
980	>	747	bertin-project/bertin-base-random-exp-512seqlen
661	>	260	bertin-project/bertin-base-stepwise-exp-512seqlen
346	<	388	bertin-project/bertin-base-gaussian-exp-512seqlen
786	>	198	amine/bert-base-5lang-cased
782	>	226	Geotrend/bert-base-es-cased
106	<	232	mrm8488/RuPERTa-base
31	<	146	BSC-TeMU/RoBERTalex
950	>	865	Recognai/distilbert-base-es-multilingual-cased
2880	>	2187	flax-community/alberti-bert-base-multilingual-cased
1012	>	932	Geotrend/distilbert-base-es-cased
