0	perfecta	7968
1	buena	2245
2	[unk]	3
3	hermosa	5675
4	maravillosa	10258
5	brillante	7057
6	rubia	15456
7	excelente	5556
8	mala	4188
9	divertida	15392
10	preciosa	9540
11	genial	3368
12	sobresaliente	29650
13	fabulosa	28048
14	atractiva	15546
15	estupenda	19375
16	encantadora	13266
17	increible	22483
18	bonita	7258
19	guapa	11708
20	ella	1512
21	veronica	30634
22	profesora	11772
23	terrible	5671
24	positiva	10083
25	sexy	10098
26	exigente	27493
27	agradable	6495
28	alta	3531
