0	amable	6391
1	alegre	11798
2	agradable	6495
3	inteligente	6460
4	diferente	4293
5	buena	2245
6	dificil	17910
7	distinta	11636
8	cuidadosa	28639
9	hermosa	5675
10	estricta	18998
11	tranquila	8191
12	graciosa	19548
13	triste	5542
14	fuerte	3121
15	dulce	5525
16	gentil	17683
17	rara	9810
18	interesante	5524
19	feliz	3416
20	atenta	29745
21	mala	4188
22	distante	22411
23	bonita	7258
24	intensa	14761
25	bella	8071
26	divertida	15392
27	misteriosa	20280
28	complicada	18662
