0	importante	2208
1	valioso	14418
2	bueno	1491
3	respetado	22581
4	conocido	3638
5	poderoso	9681
6	estimado	13932
7	rico	5761
8	popular	3557
9	brillante	7057
10	cercano	8270
11	apreciado	29900
12	impresionante	9316
13	famoso	7513
14	sabio	14195
15	antiguo	4857
16	influyente	26644
17	bien	1214
18	interesante	5524
19	joven	3264
20	grande	2880
21	considerado	6369
22	significativo	12896
23	probable	7037
24	devoto	28355
25	elevado	9775
26	competente	11417
27	superior	3577
28	serio	2742
