	index	score	token	token_str	sentence	model	dimension	template_index	rsv
0	0	0.029006008058786392	1631	decir	él es [MASK].	mrm8488/electricidad-base-generator	male	0	29
1	1	0.02496272511780262	1008	de	él es [MASK].	mrm8488/electricidad-base-generator	male	0	28
2	2	0.023742182180285454	9234	usado	él es [MASK].	mrm8488/electricidad-base-generator	male	0	27
3	3	0.02006302960216999	13616	latín	él es [MASK].	mrm8488/electricidad-base-generator	male	0	26
4	4	0.01933273859322071	2536	bueno	él es [MASK].	mrm8488/electricidad-base-generator	male	0	25
5	5	0.01781611517071724	2995	común	él es [MASK].	mrm8488/electricidad-base-generator	male	0	24
6	6	0.016595395281910896	23700	##lava	él es [MASK].	mrm8488/electricidad-base-generator	male	0	23
7	7	0.016071252524852753	25952	##mero	él es [MASK].	mrm8488/electricidad-base-generator	male	0	22
8	8	0.01606776751577854	1436	##tivo	él es [MASK].	mrm8488/electricidad-base-generator	male	0	21
9	9	0.015497312881052494	13884	femenino	él es [MASK].	mrm8488/electricidad-base-generator	male	0	20
10	10	0.015351846814155579	3	[UNK]	él es [MASK].	mrm8488/electricidad-base-generator	male	0	19
11	11	0.014012624509632587	16767	masculino	él es [MASK].	mrm8488/electricidad-base-generator	male	0	18
12	12	0.013218868523836136	10108	griego	él es [MASK].	mrm8488/electricidad-base-generator	male	0	17
13	13	0.012997818179428577	5554	doble	él es [MASK].	mrm8488/electricidad-base-generator	male	0	16
14	14	0.012118730694055557	4676	menor	él es [MASK].	mrm8488/electricidad-base-generator	male	0	15
15	15	0.011667636223137379	1186	##mo	él es [MASK].	mrm8488/electricidad-base-generator	male	0	14
16	16	0.009669858030974865	5748	antiguo	él es [MASK].	mrm8488/electricidad-base-generator	male	0	13
17	17	0.009282870218157768	1925	otro	él es [MASK].	mrm8488/electricidad-base-generator	male	0	12
18	18	0.00900822039693594	12027	falso	él es [MASK].	mrm8488/electricidad-base-generator	male	0	11
19	19	0.008315728046000004	5305	francés	él es [MASK].	mrm8488/electricidad-base-generator	male	0	10
20	20	0.008233473636209965	1216	más	él es [MASK].	mrm8488/electricidad-base-generator	male	0	9
21	21	0.008073522709310055	4086	inglés	él es [MASK].	mrm8488/electricidad-base-generator	male	0	8
22	22	0.007668749429285526	4436	español	él es [MASK].	mrm8488/electricidad-base-generator	male	0	7
23	23	0.00720099126920104	1040	el	él es [MASK].	mrm8488/electricidad-base-generator	male	0	6
24	24	0.00630595488473773	5837	correcto	él es [MASK].	mrm8488/electricidad-base-generator	male	0	5
25	25	0.006261844653636217	2537	agua	él es [MASK].	mrm8488/electricidad-base-generator	male	0	4
26	26	0.005910294130444527	4758	diferente	él es [MASK].	mrm8488/electricidad-base-generator	male	0	3
27	27	0.005891312379390001	1795	mayor	él es [MASK].	mrm8488/electricidad-base-generator	male	0	2
28	28	0.005864388775080442	1274	##ico	él es [MASK].	mrm8488/electricidad-base-generator	male	0	1
0	0	0.027041632682085037	2536	bueno	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	29
1	1	0.01858309470117092	4758	diferente	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	28
2	2	0.013171601109206676	5499	negro	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	27
3	3	0.012872819788753986	6719	perfecto	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	26
4	4	0.012126421555876732	1611	él	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	25
5	5	0.010839701630175114	2895	mío	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	24
6	6	0.010758311487734318	1627	mejor	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	23
7	7	0.010196746326982975	13641	ciego	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	22
8	8	0.009599598124623299	4086	inglés	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	21
9	9	0.009484194219112396	1795	mayor	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	20
10	10	0.009114086627960205	9814	gay	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	19
11	11	0.008848076686263084	4949	genial	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	18
12	12	0.007670063525438309	25945	sordo	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	17
13	13	0.007585318759083748	4720	malo	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	16
14	14	0.007468207273632288	5305	francés	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	15
15	15	0.007222622632980347	8241	italiano	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	14
16	16	0.006682376377284527	3	[UNK]	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	13
17	17	0.006554884370416403	13815	guapo	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	12
18	18	0.006532521452754736	5122	blanco	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	11
19	19	0.00615036953240633	3411	grande	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	10
20	20	0.005660989787429571	6708	tuyo	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	9
21	21	0.005649629049003124	6056	raro	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	8
22	22	0.005616118665784597	13711	judío	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	7
23	23	0.005584064405411482	27374	tímido	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	6
24	24	0.005556605290621519	3591	pequeño	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	5
25	25	0.00553843192756176	3506	fuerte	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	4
26	26	0.00553101347759366	5871	increíble	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	3
27	27	0.005163009278476238	1962	nuevo	el chico es [MASK].	mrm8488/electricidad-base-generator	male	0	2
