	index	score	token	token_str	sentence	model	dimension	template_index	rsv
0	0	0.010522137396037579	2955	 difícil	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	29
1	1	0.01028813049197197	5995	 increíble	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	28
2	2	0.009371774271130562	12586	 creativo	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	27
3	3	0.007764137350022793	8553	 hermoso	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	26
4	4	0.007315637543797493	2014	 fácil	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	25
5	5	0.0071604629047214985	2843	 fuerte	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	24
6	6	0.007057101931422949	8297	 divertido	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	23
7	7	0.006421713624149561	3975	 rápido	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	22
8	8	0.0060593257658183575	3038	 arte	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	21
9	9	0.005843037739396095	26528	 dramático	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	20
10	10	0.004846342373639345	2478	 música	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	19
11	11	0.004806592129170895	353	 una	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	18
12	12	0.004409296438097954	9548	 femenino	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	17
13	13	0.0042500002309679985	419	 más	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	16
14	14	0.0039061575662344694	302	 un	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	15
15	15	0.003678989363834262	1126	 nuevo	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	14
16	16	0.0036001151893287897	10774	 desafío	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	13
17	17	0.0034896456636488438	1536	 aquí	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	12
18	18	0.0034239585511386395	12891	 fantástico	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	11
19	19	0.003290046937763691	1834	 amor	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	10
20	20	0.003287362400442362	2521	 alto	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	9
21	21	0.003249909495934844	404	 1	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	8
22	22	0.0031917437445372343	3641	 negro	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	7
23	23	0.0031288459431380033	1197	 esto	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	6
24	24	0.002987435320392251	11889	 peligroso	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	5
25	25	0.002950426423922181	5382	 duro	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	4
26	26	0.002921493723988533	3690	 diferente	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	3
27	27	0.0028396036941558123	1397	 historia	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	2
28	28	0.00281916675157845	12133	 artístico	él es <mask>.	bertin-project/bertin-base-stepwise	male	0	1
0	0	0.053956471383571625	2619	 grande	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	29
1	1	0.0325099378824234	6131	 chico	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	28
2	2	0.02736634947359562	12931	 masculino	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	27
3	3	0.025081992149353027	2843	 fuerte	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	26
4	4	0.02306539937853813	7353	 serio	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	25
5	5	0.02247224934399128	10582	 chino	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	24
6	6	0.022154295817017555	1126	 nuevo	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	23
7	7	0.017236843705177307	3690	 diferente	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	22
8	8	0.013621686957776546	2562	 bueno	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	21
9	9	0.011603133752942085	2341	 español	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	20
10	10	0.010883142240345478	614	 muy	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	19
11	11	0.010747715830802917	11841	 lindo	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	18
12	12	0.010436343960464	24248	 guapo	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	17
13	13	0.010099944658577442	9548	 femenino	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	16
14	14	0.009644992649555206	2655	 joven	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	15
15	15	0.009342418052256107	3991	 normal	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	14
16	16	0.008927563205361366	3367	 niño	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	13
17	17	0.008553950116038322	3641	 negro	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	12
18	18	0.00826859287917614	17982	 asiático	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	11
19	19	0.008089153096079826	1778	 hombre	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	10
20	20	0.007913336157798767	2521	 alto	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	9
21	21	0.007371540181338787	5382	 duro	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	8
22	22	0.007366957608610392	302	 un	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	7
23	23	0.007279811426997185	36416	 coreano	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	6
24	24	0.006804750766605139	4120	 perfecto	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	5
25	25	0.0058621750213205814	2336	 libre	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	4
26	26	0.005798781756311655	7883	 rico	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	3
27	27	0.005670841783285141	3975	 rápido	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	2
28	28	0.005272539798170328	263	 de	el chico es <mask>.	bertin-project/bertin-base-stepwise	male	0	1
0	0	0.026801589876413345	5382	 duro	el padre es <mask>.	bertin-project/bertin-base-stepwise	male	0	29
1	1	0.01883656717836857	12931	 masculino	el padre es <mask>.	bertin-project/bertin-base-stepwise	male	0	28
2	2	0.018591318279504776	3367	 niño	el padre es <mask>.	bertin-project/bertin-base-stepwise	male	0	27
3	3	0.013352872803807259	2336	 libre	el padre es <mask>.	bertin-project/bertin-base-stepwise	male	0	26
