	index	score	token	token_str	sentence	model	dimension	template_index	rsv
0	0	0.09249431639909744	344	 el	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	29
1	1	0.05824429541826248	355	 un	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	28
2	2	0.03244321793317795	80	:	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	27
3	3	0.03082968108355999	313	 de	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	26
4	4	0.023421691730618477	741	 mi	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	25
5	5	0.01529062632471323	527	...	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	24
6	6	0.01514433417469263	408	 una	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	23
7	7	0.012853742577135563	1480	 yo	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	22
8	8	0.010881160385906696	1178	 nuestro	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	21
9	9	0.010820262134075165	375	 su	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	20
10	10	0.010604755952954292	332	 la	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	19
11	11	0.008994342759251595	68	.	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	18
12	12	0.007406188640743494	342	 y	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	17
13	13	0.005379716400057077	469	 como	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	16
14	14	0.005272927228361368	587	 tu	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	15
15	15	0.005252119619399309	1320	 quien	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	14
16	16	0.005094083491712809	341	 que	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	13
17	17	0.004869288764894009	1218	 otro	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	12
18	18	0.004443295765668154	995	 uno	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	11
19	19	0.004258681088685989	4827	 humano	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	10
20	20	0.004206777550280094	35499	 juan	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	9
21	21	0.0038748958613723516	2173	 hombre	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	8
22	22	0.003824125276878476	1663	 él	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	7
23	23	0.003800684120506048	4368	 quién	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	6
24	24	0.003579383948817849	400	 para	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	5
25	25	0.0035592394415289164	2874	 Pablo	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	4
26	26	0.003462722525000572	851	 mejor	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	3
27	27	0.0030499130953103304	728	 muy	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	2
28	28	0.002975120907649398	320	 a	él es <mask>.	BSC-TeMU/roberta-large-bne	male	0	1
0	0	0.08301830291748047	355	 un	el chico es <mask>.	BSC-TeMU/roberta-large-bne	male	0	29
1	1	0.05280470475554466	344	 el	el chico es <mask>.	BSC-TeMU/roberta-large-bne	male	0	28
2	2	0.024915361776947975	313	 de	el chico es <mask>.	BSC-TeMU/roberta-large-bne	male	0	27
3	3	0.024401983246207237	24339	 guapo	el chico es <mask>.	BSC-TeMU/roberta-large-bne	male	0	26
4	4	0.017233876511454582	728	 muy	el chico es <mask>.	BSC-TeMU/roberta-large-bne	male	0	25
5	5	0.014696748927235603	8451	 genial	el chico es <mask>.	BSC-TeMU/roberta-large-bne	male	0	24
