Alemania	16
Barcelona	17
Bilbao	12
Colombia	2
España	18
Francia	1
Italia	5
Londres	7
Madrid	23
Venezuela	6
albañil	28
alquiler	10
autónomo	7
becario	1
cajero	11
camarera	45
camarero	50
cantante	9
casa	20
cocinero	37
comercial	1
conductor	29
contable	6
director	6
ello	10
entrenador	5
escribir	14
fotógrafo	40
informático	16
internet	3
mecánico	35
modelo	28
noche	7
nuevo	17
otra	5
pensar	2
periodista	17
pintor	19
política	6
portero	46
profesor	4
reportero	4
taxista	40
todo	2
trabajar	4
vendedor	12
vigilante	3
