2017	5
2020	1
Alemania	3
Amazon	4
Argentina	4
Barcelona	59
Colombia	3
EEUU	30
España	57
Europa	37
Inglaterra	15
Londres	42
Madrid	40
México	2
acero	2
acuerdo	24
alquiler	14
alto	15
amor	14
barcelona	10
blanco	19
casa	54
cine	16
construcción	20
decir	13
difícil	4
dólares	9
educación	17
escuela	9
españa	7
español	15
forma	43
fuego	3
fábrica	15
general	6
golpe	5
hermoso	5
hombre	25
humano	14
imposible	18
indiferente	16
inglés	21
libre	22
línea	19
madrugada	12
manera	38
mujer	24
méxico	18
natural	1
negro	23
niño	11
niños	15
noche	29
nuevo	39
película	8
producción	16
prostituta	11
salvaje	9
todo	12
trabajo	14
ventas	12
verano	1
vida	12
vivir	17
