0804	buena
0775	joven
0721	fuerte
0528	bueno
0447	guapa
0427	nueva
0402	normal
0394	feliz
0388	nuevo
0386	mala
0359	importante
0320	pequeña
0289	agradable
0281	malo
0225	sexy
0218	nuevos
0214	costoso
0204	pesado
0204	amable
0193	duro
0187	peligroso
0180	dependiente
0172	caro
0171	caliente
0160	grande
0154	bonita
0147	negro
0136	difícil
0127	sensible
0124	pequeño
0122	cariñoso
0118	popular
0117	pobre
0116	fácil
0114	buenas
0113	positiva
0109	divertido
0109	alta
0102	grandes
0097	complicado
0095	corriente
0094	buenos
0087	trabajadora
0087	inteligente
0083	educado
0082	social
0078	bella
0077	indicada
0074	viejo
0071	rico
0070	ligera
0068	divertida
0066	exigente
0060	conocida
0056	tímido
0054	media
0054	enferma
0053	masculina
0052	eficiente
0051	tonta
0050	visible
0050	especial
0046	política
0045	útil
0045	saludable
0044	famosa
0042	lento
0041	segura
0038	gorda
0037	tímida
0036	móviles
0034	formada
0033	negra
0032	agresivo
0031	móvil
0031	genial
0031	baja
0030	serio
0027	rápido
0026	mejor
0026	alto
0025	paciente
0025	lista
0024	pintada
0024	pesada
0024	libre
0024	adecuada
0023	antiguo
0022	temprano
0021	positivo
0021	perdida
0021	irregular
0020	débil
0020	antiguos
0019	inestable
0018	romántica
0018	previsible
0018	militar
0018	barato
0017	occidental
0016	seguro
0016	satisfecha
0016	sano
0016	rara
0016	costosa
0016	civil
0016	blanda
0016	activo
0015	seguido
0015	maestra
0015	jóvenes
0015	críticas
0015	activos
0014	ricos
0014	moderna
0014	completa
0013	seguros
0013	malos
0013	desaparecida
0012	buen
0011	transparente
0011	oriental
0011	ocupada
0011	flexible
0011	atractiva
0010	valorada
0010	rápida
0010	oficial
0010	nuevas
0010	natural
0010	madura
0009	perfecto
0009	neutral
0009	nazis
0009	limitado
0008	peligrosa
0008	pasiva
0008	nerviosa
0008	necesario
0008	diferente
0007	ocupado
0007	larga
0007	japonés
0007	efectivo
0006	satisfecho
0006	romántico
0006	lindo
0006	estable
0006	blanco
0006	argentina
0006	antigua
0006	accesible
0005	vecina
0005	gays
0005	contento
0005	comercial
0005	adultos
0004	racista
0004	puntual
0004	olvidada
0004	cultural
0004	crítico
0004	aburrido
0003	sexual
0003	necesaria
0003	malas
0003	maduro
0003	crítica
0002	turco
0002	recomendable
0002	peor
0002	activa
0001	profesional
0001	productivo
0001	juvenil
2021-09-20 19:07
