1073	buena
1014	importante
0803	feliz
0654	atractiva
0624	popular
0566	agradable
0497	mala
0437	inteligente
0430	amable
0429	humana
0385	real
0374	peligrosa
0369	fuerte
0358	guapa
0325	rica
0304	joven
0302	bonita
0300	responsable
0300	profesional
0300	divertida
0296	interesante
0287	especial
0276	competente
0247	normal
0246	difícil
0245	pequeña
0230	afectada
0227	caro
0208	capaz
0207	pobre
0206	probable
0204	estricta
0193	cualificada
0182	vieja
0175	religiosa
0171	paciente
0170	inestable
0150	fácil
0146	eficiente
0146	bella
0140	fiable
0137	bueno
0136	ciega
0133	útil
0130	complicado
0123	alegre
0117	problemática
0117	competitiva
0109	culpable
0105	lenta
0105	homosexual
0104	puntual
0103	suficiente
0102	tranquila
0101	trabajadora
0098	familiar
0094	dura
0091	alta
0082	tímido
0081	hermosa
0075	duro
0073	activa
0072	lista
0071	judía
0067	conocida
0067	brillante
0064	dependiente
0062	personal
0062	casada
0061	viejo
0061	independiente
0059	indicada
0058	inocente
0056	madura
0056	científica
0054	maestra
0050	convincente
0048	sensible
0048	necesaria
0048	muerta
0046	razonable
0046	extraño
0044	frecuente
0044	apto
0043	exitosa
0042	torpe
0042	motivada
0042	generosa
0040	vecina
0039	cristiana
0038	pequeño
0038	adecuada
0036	comercial
0036	cercana
0035	santa
0035	humano
0033	tonta
0033	posible
0033	libre
0032	deficiente
0029	terrorista
0029	sospechosa
0029	grande
0028	sexy
0028	cooperativa
0027	laboral
0026	optimista
0025	peligroso
0024	solicitada
0023	eficaz
0022	violenta
0022	sagrada
0022	representativa
0022	oficial
0021	visible
0021	romántica
0021	común
0020	pacífica
0020	médica
0019	sencilla
0019	lógica
0019	hábil
0019	económica
0019	aburrido
0018	seria
0018	barata
0017	rara
0017	racista
0017	físico
0017	comunista
0016	unida
0016	espiritual
0016	amistoso
0015	segura
0015	rusa
0015	incapaz
0014	mayor
0014	imprescindible
0013	suicida
0013	oportuna
0013	complicada
0013	alemana
0012	rentable
0012	médico
0012	italiana
0012	enferma
0012	diferente
0011	simple
0011	productor
0011	cruel
0011	blanca
0010	urgente
0010	femenina
0010	efectiva
0010	completa
0010	autorizada
0009	técnica
0009	participante
0009	ocupada
0009	estable
0009	ajena
0008	sencillo
0008	rico
0008	científico
0007	legítima
0007	escolar
0007	avanzada
0006	polaca
0006	frágil
0006	clara
0005	rubia
0005	loca
0005	genial
0005	francesa
0005	ciudadana
0004	liberal
0004	extraña
0004	encontrada
0004	conveniente
0003	suave
0003	nueva
0003	investigadora
0003	famosa
0003	dominante
0002	superior
0002	indispensable
0002	fiel
0002	baja
0002	activo
0001	representada
0001	pesada
0001	menor
0001	loco
0001	elegida
0001	creativa
0001	académico
2021-09-13 22:19
