MIND,count

[MASC]	 	[FEM]	[model_name]
1	<	1	BSC-TeMU/roberta-base-bne
1	<	2	BSC-TeMU/roberta-large-bne
2	>	1	dccuchile/bert-base-spanish-wwm-uncased
1	<	1	dccuchile/bert-base-spanish-wwm-cased
1	>	0	mrm8488/electricidad-base-generator
2	>	1	MMG/mlm-spanish-roberta-base
0	<	0	bertin-project/bertin-roberta-base-spanish
0	<	0	bert-base-multilingual-cased
1	<	1	bertin-project/bertin-base-random
0	<	0	bertin-project/bertin-base-stepwise
0	<	0	bertin-project/bertin-base-gaussian
0	<	0	bertin-project/bertin-base-random-exp-512seqlen
0	<	1	bertin-project/bertin-base-stepwise-exp-512seqlen
0	<	0	bertin-project/bertin-base-gaussian-exp-512seqlen
0	<	0	amine/bert-base-5lang-cased
0	<	0	Geotrend/bert-base-es-cased
0	<	0	BSC-TeMU/RoBERTalex
0	<	0	Recognai/distilbert-base-es-multilingual-cased
1	<	1	flax-community/alberti-bert-base-multilingual-cased
0	<	0	Geotrend/distilbert-base-es-cased
