[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	55	100.0	2493	100.0	1.3536737343359997	100.0
[???]	40	72.72727272727273	1679	67.34857601283593	0.9996994444372727	73.8508415343999
Sumin Agua	0	0.0	0	0.0	0	0.0
Salud Social	3	5.454545454545454	324	12.99638989169675	0.08353194816865855	6.170759323304179
Otros	1	1.8181818181818181	14	0.5615724027276374	0.01321769660959641	0.9764314896809251
Logistica	0	0.0	0	0.0	0	0.0
Inst Manufac	0	0.0	0	0.0	0	0.0
Inmobiliarias	0	0.0	0	0.0	0	0.0
Inf Telco	0	0.0	0	0.0	0	0.0
Hosteleria	2	3.6363636363636362	19	0.7621339751303651	0.026375546306371688	1.948441905708494
Func. Defen	0	0.0	0	0.0	0	0.0
Finanzas	0	0.0	0	0.0	0	0.0
Emp Domest	1	1.8181818181818181	51	2.045728038507822	0.05716735508758575	4.223126565695487
Educación	3	5.454545454545454	242	9.707180104292018	0.09078612757636415	6.706647641419762
Construción	0	0.0	0	0.0	0	0.0
Comercio	0	0.0	0	0.0	0	0.0
CientTechProf	2	3.6363636363636362	23	0.9225832330525471	0.03225277938569586	2.3826110064487884
Arte Entret	3	5.454545454545454	141	5.6558363417569195	0.05064283676445484	3.741140533342477
Agric/Caza	0	0.0	0	0.0	0	0.0
Admin. Aux	0	0.0	0	0.0	0	0.0
