Emp_Domest,points

[MASC]	 	[FEM]	[model_name]
0	<	0	BSC-TeMU/roberta-base-bne
0	<	1	BSC-TeMU/roberta-large-bne
26	<	266	dccuchile/bert-base-spanish-wwm-uncased
3	>	0	dccuchile/bert-base-spanish-wwm-cased
0	<	13	mrm8488/electricidad-base-generator
50	<	51	MMG/mlm-spanish-roberta-base
0	<	11	bertin-project/bertin-roberta-base-spanish
0	<	0	bert-base-multilingual-cased
0	<	1	bertin-project/bertin-base-random
14	>	9	bertin-project/bertin-base-stepwise
0	<	11	bertin-project/bertin-base-gaussian
19	>	0	bertin-project/bertin-base-random-exp-512seqlen
8	>	0	bertin-project/bertin-base-stepwise-exp-512seqlen
0	<	0	bertin-project/bertin-base-gaussian-exp-512seqlen
0	<	0	amine/bert-base-5lang-cased
0	<	0	Geotrend/bert-base-es-cased
4	>	0	BSC-TeMU/RoBERTalex
15	>	7	Recognai/distilbert-base-es-multilingual-cased
0	<	0	flax-community/alberti-bert-base-multilingual-cased
15	>	7	Geotrend/distilbert-base-es-cased
