[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	73	100.0	2149	100.0	0.9358710973601321	100.0
[???]	61	83.56164383561644	1973	91.81014425314099	0.7961933424463649	85.07510753267574
Sumin Agua	0	0.0	0	0.0	0	0.0
Salud Social	1	1.36986301369863	11	0.5118659841786878	0.012306420442958673	1.314969601868477
Otros	2	2.73972602739726	14	0.6514657980456026	0.01445066009182483	1.5440865876280052
Logistica	1	1.36986301369863	1	0.04653327128897161	0.004740966018289328	0.5065832283593815
Inst Manufac	2	2.73972602739726	18	0.8375988832014891	0.03236166900023818	3.457919481809267
Inmobiliarias	0	0.0	0	0.0	0	0.0
Inf Telco	0	0.0	0	0.0	0	0.0
Hosteleria	0	0.0	0	0.0	0	0.0
Func. Defen	2	2.73972602739726	100	4.653327128897161	0.030279989858778812	3.2354872315419723
Finanzas	0	0.0	0	0.0	0	0.0
Emp Domest	0	0.0	0	0.0	0	0.0
Educación	1	1.36986301369863	2	0.09306654257794322	0.008465488441288471	0.9045570982123055
Construción	0	0.0	0	0.0	0	0.0
Comercio	0	0.0	0	0.0	0	0.0
CientTechProf	0	0.0	0	0.0	0	0.0
Arte Entret	1	1.36986301369863	2	0.09306654257794322	0.005050585605204105	0.5396668002089814
Agric/Caza	2	2.73972602739726	28	1.3029315960912051	0.03202197545518478	3.4216224376958633
Admin. Aux	0	0.0	0	0.0	0	0.0
