SOC,points

[MASC]	 	[FEM]	[model_name]
0	<	0	BSC-TeMU/roberta-base-bne
0	<	0	BSC-TeMU/roberta-large-bne
1	>	0	dccuchile/bert-base-spanish-wwm-uncased
0	<	0	dccuchile/bert-base-spanish-wwm-cased
0	<	0	mrm8488/electricidad-base-generator
0	<	0	MMG/mlm-spanish-roberta-base
0	<	8	bertin-project/bertin-roberta-base-spanish
4	>	0	bert-base-multilingual-cased
0	<	0	bertin-project/bertin-base-random
0	<	0	bertin-project/bertin-base-stepwise
0	<	8	bertin-project/bertin-base-gaussian
0	<	3	bertin-project/bertin-base-random-exp-512seqlen
50	>	28	bertin-project/bertin-base-stepwise-exp-512seqlen
9	>	0	bertin-project/bertin-base-gaussian-exp-512seqlen
3	>	0	amine/bert-base-5lang-cased
4	>	0	Geotrend/bert-base-es-cased
0	<	0	BSC-TeMU/RoBERTalex
0	<	0	Recognai/distilbert-base-es-multilingual-cased
0	<	0	flax-community/alberti-bert-base-multilingual-cased
0	<	0	Geotrend/distilbert-base-es-cased
