[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	48	100.0	1368	100.0	1.0235562136043708	100.0
[???]	32	66.66666666666667	773	56.505847953216374	0.7577630022407358	74.03237772084196
Sumin Agua	0	0.0	0	0.0	0	0.0
Salud Social	1	2.0833333333333335	45	3.289473684210526	0.01232097102329135	1.2037415101906364
Otros	0	0.0	0	0.0	0	0.0
Logistica	1	2.0833333333333335	25	1.827485380116959	0.012380156399948257	1.2095238381048494
Inst Manufac	0	0.0	0	0.0	0	0.0
Inmobiliarias	1	2.0833333333333335	5	0.3654970760233918	0.012643747963011265	1.2352763624468972
Inf Telco	0	0.0	0	0.0	0	0.0
Hosteleria	2	4.166666666666667	290	21.198830409356724	0.0992616613988172	9.697724470771885
Func. Defen	0	0.0	0	0.0	0	0.0
Finanzas	0	0.0	0	0.0	0	0.0
Emp Domest	1	2.0833333333333335	1	0.07309941520467836	0.009958317503333092	0.9729135899889346
Educación	1	2.0833333333333335	45	3.289473684210526	0.014530261682177132	1.4195860949356154
Construción	0	0.0	0	0.0	0	0.0
Comercio	1	2.0833333333333335	2	0.14619883040935672	0.008062135428190231	0.7876592727428297
CientTechProf	3	6.25	32	2.3391812865497075	0.03393875745435556	3.3157687876118653
Arte Entret	3	6.25	74	5.409356725146199	0.04045718116685748	3.952609600638423
Agric/Caza	0	0.0	0	0.0	0	0.0
Admin. Aux	2	4.166666666666667	76	5.555555555555555	0.022240021343653403	2.172818751726098
