[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	98	100.0	1376	100.0	0.7793776730810005	100.0
[???]	94	95.91836734693878	1356	98.54651162790698	0.7463290773135323	95.75961733201542
Sumin Agua	0	0.0	0	0.0	0	0.0
Salud Social	0	0.0	0	0.0	0	0.0
Otros	1	1.0204081632653061	8	0.5813953488372093	0.005473362281918526	0.7022734254474442
Logistica	0	0.0	0	0.0	0	0.0
Inst Manufac	0	0.0	0	0.0	0	0.0
Inmobiliarias	0	0.0	0	0.0	0	0.0
Inf Telco	0	0.0	0	0.0	0	0.0
Hosteleria	0	0.0	0	0.0	0	0.0
Func. Defen	2	2.0408163265306123	6	0.436046511627907	0.015261480119079351	1.958162344931997
Finanzas	0	0.0	0	0.0	0	0.0
Emp Domest	0	0.0	0	0.0	0	0.0
Educación	1	1.0204081632653061	6	0.436046511627907	0.012313753366470337	1.5799468976051323
Construción	0	0.0	0	0.0	0	0.0
Comercio	0	0.0	0	0.0	0	0.0
CientTechProf	0	0.0	0	0.0	0	0.0
Arte Entret	0	0.0	0	0.0	0	0.0
Agric/Caza	0	0.0	0	0.0	0	0.0
Admin. Aux	0	0.0	0	0.0	0	0.0
