0	crítico	12238
1	joven	3762
2	popular	6362
3	conocido	4120
4	importante	2292
5	modesto	28526
6	amable	7634
7	bueno	2536
8	religioso	13224
9	interesante	6764
10	estricto	20062
11	conservador	23679
12	afortunado	18459
13	competente	7307
14	famoso	8924
15	humilde	18129
16	observador	17802
17	inteligente	7716
18	respetado	25533
19	hábil	19059
20	distinguido	28154
21	tímido	27374
22	liberal	15290
23	activo	7388
24	especial	2148
25	diferente	4758
26	educado	25780
27	pobre	3908
28	positivo	9628
