0	actriz	9463
1	lesbiana	28781
2	rusa	13463
3	inglesa	12745
4	italiana	11170
5	católica	12906
6	hermosa	6988
7	soltera	21428
8	francesa	7698
9	casada	13076
10	escritora	20854
11	bailarina	23199
12	cantante	8329
13	una	1108
14	española	7319
15	alemana	9938
16	periodista	9342
17	ella	1749
18	abogada	21052
19	fantástica	21064
20	prostituta	19791
21	irlandesa	24543
22	judía	18341
23	famosa	12554
24	diferente	4758
25	buena	2667
26	gay	9814
27	encantadora	16783
28	mujer	1729
