0	joven	3762
1	importante	2292
2	experimentado	16317
3	sabio	19227
4	cercano	10082
5	rápido	3710
6	competente	7307
7	famoso	8924
8	bueno	2536
9	afortunado	18459
10	grande	3411
11	severo	30032
12	fuerte	3506
13	paciente	7140
14	confiable	25827
15	hábil	19059
16	inteligente	7716
17	próximo	5852
18	conocido	4120
19	poderoso	11653
20	indicado	10969
21	adecuado	7271
22	viejo	4052
23	apuesto	14626
24	destacado	13576
25	perfecto	6719
26	enfermo	8434
27	querido	6402
28	honorable	26866
