0	bueno	1491
1	amable	6391
2	cuidadoso	21895
3	fuerte	3121
4	inteligente	6460
5	gentil	17683
6	agradable	6495
7	entusiasta	28043
8	educado	20529
9	divertido	5477
10	humilde	16033
11	interesante	5524
12	popular	3557
13	tranquilo	5563
14	.	1008
15	estricto	18458
16	poderoso	9681
17	atento	21076
18	maestro	4808
19	importante	2208
20	respetado	22581
21	severo	22045
22	dificil	17910
23	duro	4710
24	exitoso	16393
25	serio	2742
26	rudo	22804
27	brillante	7057
28	arrogante	20784
