0	bueno	1491
1	joven	3264
2	amable	6391
3	guapo	11095
4	feliz	3416
5	fuerte	3121
6	inteligente	6460
7	valiente	9339
8	rapido	20296
9	importante	2208
10	brillante	7057
11	duro	4710
12	listo	3765
13	agradable	6495
14	rico	5761
15	divertido	5477
16	capaz	4899
17	afortunado	14751
18	alto	2690
19	ambicioso	20980
20	interesante	5524
21	paciente	6420
22	prometedor	29613
23	guapa	11708
24	sencillo	6004
25	exitoso	16393
26	generoso	16797
27	emocionante	13265
28	competente	11417
