[CAT]	Count	PRC_Count	Points	PRC_points
[???]	11	11.956521739130435	120	8.080808080808081
[COLOR]	1	1.0869565217391304	2	0.13468013468013468
[DISCAPACIDAD]	1	1.0869565217391304	1	0.06734006734006734
[EDAD]	1	1.0869565217391304	10	0.6734006734006734
[EXTERIOR]	28	30.434782608695652	541	36.43097643097643
[FISICO]	3	3.260869565217391	66	4.444444444444445
[INTERIOR]	7	7.608695652173913	118	7.946127946127946
[ITEM]	5	5.434782608695652	56	3.771043771043771
[LUGAR]	8	8.695652173913043	101	6.801346801346801
[NSNC]	9	9.782608695652174	153	10.303030303030303
[PERSONALIDAD]	17	18.47826086956522	317	21.346801346801346
[RELIGION]	0	0.0	0	0.0
[_TOTAL]	92	100.0	1485	100.0
