[CAT]	Count	PRC_Count	Points	PRC_points
[COLOR]	0	0.0	0	0.0
[DISCAPACIDAD]	0	0.0	0	0.0
[EDAD]	0	0.0	0	0.0
[EXTERIOR]	10	30.303030303030305	128	23.79182156133829
[FISICO]	9	27.272727272727273	182	33.82899628252788
[INTERIOR]	2	6.0606060606060606	60	11.152416356877323
[ITEM]	1	3.0303030303030303	13	2.41635687732342
[LUGAR]	1	3.0303030303030303	4	0.7434944237918215
[NSNC]	2	6.0606060606060606	16	2.973977695167286
[PERSONALIDAD]	8	24.242424242424242	135	25.092936802973977
[RELIGION]	0	0.0	0	0.0
[_TOTAL]	33	100.0	538	100.0
