[CAT]	Count	PRC_Count	Points	PRC_points
[???]	0	0.0	4	0.3367003367003367
[COLOR]	1	1.6129032258064515	11	0.9259259259259259
[DISCAPACIDAD]	2	3.225806451612903	30	2.525252525252525
[EDAD]	1	1.6129032258064515	24	2.0202020202020203
[EXTERIOR]	22	35.483870967741936	440	37.03703703703704
[FISICO]	5	8.064516129032258	196	16.4983164983165
[INTERIOR]	4	6.451612903225806	101	8.501683501683502
[ITEM]	3	4.838709677419355	42	3.5353535353535355
[LUGAR]	1	1.6129032258064515	20	1.6835016835016836
[NSNC]	7	11.290322580645162	74	6.228956228956229
[PERSONALIDAD]	15	24.193548387096776	246	20.707070707070706
[RELIGION]	0	0.0	0	0.0
[_TOTAL]	62	100.0	1188	100.0
