1226	malo
0851	cierto
0823	duro
0802	grave
0777	grande
0699	alto
0688	triste
0678	difícil
0606	viejo
0542	buena
0508	largo
0438	feliz
0406	loco
0405	rico
0393	mejor
0374	buen
0328	fuerte
0326	bello
0305	muerto
0305	humano
0292	pequeño
0290	fácil
0261	lento
0260	poderoso
0197	fiel
0186	seguro
0183	importante
0171	justo
0150	pobre
0141	corto
0139	raro
0137	diferente
0135	famoso
0134	intenso
0117	verdadero
0103	cruel
0098	fino
0087	solo
0084	profundo
0077	capaz
0061	antiguo
0057	mala
0054	preciso
0052	constante
0050	formal
0047	oscuro
0045	sensible
0045	distinto
0044	larga
0044	blanco
0040	leve
0040	amarillo
0039	verde
0037	favorable
0036	igual
0035	negro
0026	propios
0024	rápido
0023	visto
0023	libre
0021	perdido
0021	brillante
0017	enemigo
0017	crítico
0016	vivo
0016	potente
0016	posible
0016	cercano
0014	bella
0013	sencillo
0013	irregular
0013	bajo
0012	noble
0012	dura
0009	puro
0009	paciente
0007	propio
0007	frío
0006	claro
0005	firme
0003	menor
0003	falso
0002	terrible
0002	fatal
0002	excelente
0001	necesario
0001	mayor
2021-09-20 19:08
