0,019341321603861
0,039115102845244
0,201021716929972
0,017598595877644
0,074862811015919
0,010195564391324
0,025292494683527
0,116167787928134
0,00123573881865
0,283561740070581
0,031753932125866
0,07350206724368
0,037844982580282
0,035230128560215
0,03267545835115
0,092323817079887
0,000350987829734
0,005205309207668
0,06167184910737
0,000832721798361
0,010613934136927
0,248205778189004
0,034227847936563
0,081098009832203
0,015682383673266
0,006370835762937
0,001163242268376
0,090537982759997
0,030651592533104
0,005319057527231
0,039359438233078
0,017427446437068
0,002943078834505
0,005354637323762
0,009031714580487
0,00042233818931
0,011959922267124
0,033958384301514
0,001170140330942
0,001370653080812
0,00367101674783
0,017820266657509
0,018159548926633
0,383004662580788
0,026826810790226
0,016688971663825
0,015937598072924
0,000509714163854
0,137621979229152
0,036608576192521
0,00137065862873
0,000377916126126
0,000148651145082
0,001637998866499
0,000353882501258
0,018676115723793
0,036295861355029
0,006382391438819
0,006455223774537
0,111179030500352
0,005578572745435
0,000558626879865
0,17629578942433
0,071140588261187
0,01600760006113
0,112090003676712
0,099471444264054
0,531320925801992
0,11665167985484
0,002575209327915
0,022471575357486
0,000561327851756
0,000860867930896
0,013821812171955
0,010987339919666
0,046341694542207
0,041633791988716
0,085482251597568
0,018508693028707
0,004262768197805
0,015931580855977
0,006853169179522
0,012579005851876
0,220278487540781
0,001473737211199
0,04842218477279
0,007570812158519
0,010784522601171
0,010375213605585
9,5746554507059E-05
0,017281436885242
0,001127438554249
0,744130183011293
0,035850107087754
0,022063301003073
0,014508396270685
0,209592562168837
0,02384151739534
0,000191607409761
0,002518167821108
0,014032864419278
0,000423262736149
0,003944686250179
0,019898820028175
0,006590582052013
0,04522007657215
0,002536168176448
0,007848737004679
0,073617201996967
0,002427583785902
0,002559032327554
0,349126663058996
0,110963184852153
0,002070787377306
0,001246816827916
0,043075653957203
0,000226171209761
0,002098655932059
0,024787161964923
0,00089935874712
0,005052589403931
0,000593981803831
0,385405262932181
0,004310914300731
0,010647354065441
0,028295125230216
0,020908456644975
0,02593606186565
0,47117592766881
0,256539904512465
0,107740634121001
0,13946684775874
0,018211583665107
0,078139628749341
0,010046330862679
0,016982069064397
0,038279002183117
0,179607525933534
0,014762698265258
1,78796630352735
0,000756330837248
0,034577603219077
0,656866608187556
0,142663845326752
0,000609725475442
0,083563901716843
0,025778452982195
0,128931005019695
0,050847546663135
0,044599737157114
0,0098234435427
0,002860055064957
6,66474477384327E-05
0,000322308278555
0,036105155595578
0,022506440291181
0,016140504158102
0,007765390182612
0,014854581968393
0,013964773097541
0,032771992846392
0,000784205894888
0,122536532580853
0,010387691872893
0,058199692284688
0,007100912625901
0,163195375353098
0,08264034986496
0,004962283492205
0,042340139043517
0,012401744606905
0,023646128829569
0,055487343342975
0,049212394515053
0,038988157757558
0,047460297355428
0,185296160634607
0,029184526647441
0,003375909363967
0,009764939022716
0,009140728798229
0,03256633062847
0,006657692574663
0,056164636043832
0,071529467822984
0,058566848747432
0,005376616172725
0,023133031209
0,143564562313259
0,079787633148953
0,066654052352533
0,046529842074961
0,00255188842857
0,004687017280958
0,002776413566608
0,040927235386334
0,013236909580883
0,010564835974947
0,002761290488706
