0,440758001059294
0,162809411995113
0,157246727030724
0,554855959489942
0,573159754276276
0,245973444543779
0,289447582326829
0,507973553612828
0,16844590427354
1,05655658990145
0,224173534661531
0,039703515358269
0,223139487206936
0,035965701681562
0,179807189851999
0,623117201030254
0,043813692172989
0,020440875960048
0,18886427860707
0,018427206669003
7,18529298901558
0,317965866997838
2,28083841502667
0,130631483625621
0,059716845862568
0,499534048140049
0,599227147176862
0,230892235413194
0,545348925516009
0,085062603466213
0,857812538743019
0,608372827991843
0,362001266330481
0,259316898882389
0,50324322655797
0,055861042346805
0,109029293525964
0,09162628557533
0,412352010607719
0,161631603259593
0,402567023411393
0,05098459077999
0,346316094510257
0,584594998508692
0,20541672129184
0,140341895166784
0,198667775839567
0,081041210796684
0,282443920150399
0,111820606980473
0,195906287990511
0,006647119880654
0,001509427693236
0,108168262522668
0,041286426130682
0,488544208928943
0,183574832044542
0,784006994217634
0,450728740543127
3,79214622080326
0,167445314582437
0,128230359405279
0,793946720659733
0,565861212089658
0,180950260255486
0,846533663570881
0,590771669521928
0,818673148751259
0,201332219876349
0,032720403396525
0,418491382151842
0,038458555354737
0,12958567822352
0,105479126796126
0,256320997141302
0,187396991532296
0,326165487058461
1,08802113682032
0,374526623636484
0,030495677492581
0,239816959947348
1,121995318681
4,91217710077763
0,322642037644982
0,007054112211335
0,416732812300324
0,049579364713281
0,68506021052599
2,66974028199911
0,00332720883307
2,14746538549662
0,14554945519194
0,500600785017013
0,901991780847311
1,03215649724007
0,066914572380483
1,00794974714518
0,149880012031645
0,032729838858359
0,009662371303421
0,263886339962482
0,293580070137978
0,035173466312699
0,353399524465203
0,068926543463022
0,626986054703593
0,216161948628724
0,21116363350302
0,692778220400214
0,074237852822989
0,109944853466004
0,286551518365741
0,392577331513166
0,123272952623665
0,06443876773119
0,278296531178057
0,061908678617328
0,198772852309048
0,056962348753586
0,124542624689639
0,027303191018291
0,014362603542395
1,10403671860695
0,092101207701489
0,054648250807077
0,527423806488514
0,988590437918901
1,36714437976479
0,747311534360051
0,764693366363645
0,777858309447765
0,40677753277123
0,049326999578625
0,425324495881796
0,197736639529467
2,97081992030144
0,740252295508981
0,524649675935507
0,319833680987358
0,80228466540575
0,015263288514689
0,023822237562854
0,611355016008019
0,293565774336457
0,030349020380527
1,03201474994421
0,853793323040009
0,67109726369381
1,81367099285126
21,701742708683
0,124556547962129
0,35564610734582
0,008387141133426
0,003529008972691
0,088013341883198
1,89195573329925
0,052183086518198
0,057682720944285
0,233957427553832
0,356886559166014
0,386404129676521
0,01716238912195
0,633503356948495
0,692673400044441
0,180750468280166
0,709719024598599
0,796912424266338
0,357066770084202
0,711140502244234
0,199419376440346
0,232303328812122
3,14504690468311
0,266471225768328
0,2643923740834
0,129884504713118
0,302455527707934
0,755780888721347
0,806580670177937
0,046112947165966
0,043826820910908
0,02457405498717
0,041839090408757
0,239299051463604
0,802742876112461
0,161116465460509
1,53400665149093
0,210971222259104
0,172561185900122
0,511094741523266
1,19327930733562
0,128070579376072
0,142960529774427
0,027116545243189
0,39074681699276
0,175448902882636
1,09208589419723
0,146833132021129
0,112237897701562
0,017509132158011
